company,id,title,location,url,notes
gitlab,7102947002,"Backend Engineer, AI Powered: Custom Models",Remote,https://boards.greenhouse.io/gitlab/jobs/7102947002,""
gitlab,7258209002,"Fullstack Engineer, Monitor: Observability (JavaScript and Ruby)","Remote, EMEA",https://boards.greenhouse.io/gitlab/jobs/7258209002,""
gitlab,7263340002,"Fullstack Engineer, Monitor: Observability (JavaScript and Ruby)","Remote, Europe-North/Central",https://boards.greenhouse.io/gitlab/jobs/7263340002,""
gitlab,7304139002,"Senior Backend Engineer, Verify: Pipeline Security",Remote,https://boards.greenhouse.io/gitlab/jobs/7304139002,""
gitlab,7304465002,"Backend Engineer (RoR), Create: IDE","Remote, EMEA",https://boards.greenhouse.io/gitlab/jobs/7304465002,""
gitlab,7327008002,"Fullstack Engineer (Typescript), Create: Editor Extensions",Remote,https://boards.greenhouse.io/gitlab/jobs/7327008002,""
gitlab,7342987002,"Senior Backend Engineer, Plan: Knowledge Engineering (Ruby)","Remote, APAC",https://boards.greenhouse.io/gitlab/jobs/7342987002,""
gitlab,7428425002,"Senior Backend Engineer, Plan: Knowledge Engineering (Ruby)","Remote, Canada",https://boards.greenhouse.io/gitlab/jobs/7428425002,""
gitlab,7428426002,"Senior Backend Engineer, Plan: Knowledge Engineering (Ruby)","Remote, EMEA",https://boards.greenhouse.io/gitlab/jobs/7428426002,""
gitlab,7428432002,"Senior Backend Engineer, Plan: Knowledge Engineering (Ruby)","Remote, India",https://boards.greenhouse.io/gitlab/jobs/7428432002,""
